#OTU ID	SZMB7	SZ.SC5	SZMB12	SZ.SC2	SZ.SC7	SZMB10	SZMB6	SZ.SC4	SZMB5	SZ.SC6	SZ.SC1	SZMB9
NR_102884.1_Ruminococcus_champanellensis_strain_18P13_16S_ribosomal_RNA_gene__complete_sequence	2148	19	4791	30	28	152	1424	1	2472	0	2	1159
NR_074902.1_Escherichia_fergusonii_strain_ATCC_35469_16S_ribosomal_RNA_gene__complete_sequence	2	115	289	40	34	0	0	2584	0	9	0	0
NR_074793.1_Oscillibacter_valericigenes_strain_Sjm18-20_16S_ribosomal_RNA_gene__complete_sequence	50	0	289	8	13	91	138	1	317	0	0	740
NR_074888.1_Salmonella_bongori_strain_NCTC_12419_16S_ribosomal_RNA_gene__complete_sequence	0	7	0	3	1	0	0	1	0	2	0	0
NR_102794.1_Enterobacter_cloacae_strain_ATCC_13047_16S_ribosomal_RNA_gene__complete_sequence	0	47	0	25	40	0	0	45	0	9	1	0
NR_102768.2_{Clostridium}_cellulolyticum_strain_H10_16S_ribosomal_RNA__complete_sequence	13	0	0	0	0	76	134	0	24	0	0	11
NR_075036.1_Lactobacillus_reuteri_strain_DSM_20016_16S_ribosomal_RNA_gene__complete_sequence	5	0	0	259	3	18	6	4	0	7	1929	0
NR_074928.1_Acidaminococcus_fermentans_strain_DSM_20731_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	6	0
NR_074914.1_Bacillus_cytotoxicus_strain_NVH_391-98_16S_ribosomal_RNA_gene__complete_sequence	0	1	0	6	0	0	0	3	0	37	0	0
NR_102861.1_Alistipes_shahii_strain_WAL_8301_16S_ribosomal_RNA_gene__complete_sequence	0	0	121	0	0	7	83	0	2	0	0	100
NR_102852.1_{Clostridium}_saccharolyticum_strain_WM1_16S_ribosomal_RNA_gene__complete_sequence	2	11	2	227	4	0	7	117	12	3	116	14
NR_102887.1_Prevotella_ruminicola_strain_Bryant_23_16S_ribosomal_RNA_gene__complete_sequence	0	73	0	8283	1135	0	0	90	12	5	0	0
NR_102936.1_Atopobium_parvulum_strain_DSM_20469_16S_ribosomal_RNA_gene__complete_sequence	10	4	0	1	2	9	2	5	6	0	7	0
NR_102893.1_Butyrivibrio_proteoclasticus_strain_B316_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	1	0	0	93	0	0	8	0
NR_117628.1_Acinetobacter_bouvetii_strain_DSM_14964_16S_ribosomal_RNA_gene__complete_sequence	0	9521	0	6030	10518	0	0	1318	0	291	0	0
NR_115211.1_{Clostridium}_amygdalinum_strain_BR-10_16S_ribosomal_RNA_gene__partial_sequence	655	2	184	11	1	137	92	2	80	0	0	87
NR_113151.1_Alistipes_onderdonkii_strain_JCM_16771_16S_ribosomal_RNA_gene__partial_sequence	12	0	3	0	0	0	9	0	10	0	0	70
NR_108492.1_Bacillus_purgationiresistens_strain_DS22_16S_ribosomal_RNA_gene__partial_sequence	0	21	0	5	27	0	0	2	0	0	0	0
NR_104737.1_Eubacterium_oxidoreducens_strain_G41_16S_ribosomal_RNA_gene__partial_sequence	199	94	72	26	78	332	21	42	46	1	2	58
NR_104568.1_Weissella_paramesenteroides_strain_NRIC_1542_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	2	350	0	0	0	0	0	2	0
NR_102987.1_{Clostridium}_clariflavum_strain_DSM_19732_16S_ribosomal_RNA_gene__complete_sequence	1	0	1	0	0	1	0	0	0	0	0	0
NR_104514.1_Leeuwenhoekiella_palythoae_strain_KMM_6264_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_104279.1_Pseudomonas_cremoricolorata_strain_IAM_1541_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	1	0	0
NR_104687.1_Blautia_hansenii_strain_JCM_14655_16S_ribosomal_RNA_gene__partial_sequence	4	0	3	28	16	1	13	0	21	8	34	0
NR_104735.1_Butyrivibrio_crossotus_strain_DSM_2876_16S_ribosomal_RNA_gene__partial_sequence	42	0	13	0	1	0	5	0	1	0	0	7
NR_104729.1_{Clostridium}_mangenotii_strain_DSM_1289_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	3	0	0	0	0	0	0	0	0
NR_108488.1_Sphingobacterium_lactis_strain_WCC_4512_16S_ribosomal_RNA_gene__partial_sequence	0	11	0	0	0	0	0	0	0	196	0	0
NR_104803.1_{Eubacterium}_contortum_strain_DSM_3982_16S_ribosomal_RNA_gene__partial_sequence	2005	0	620	0	7	1778	1544	1	2362	0	0	234
NR_104799.1_Anaerostipes_hadrus_strain_DSM_3319_16S_ribosomal_RNA_gene__partial_sequence	100	1	1127	5	3	19	157	3	150	0	0	5
NR_104741.1_Eubacterium_tarantellae_strain_UM-87_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	1	1	0	0	0	0	6
NR_104783.1_Acetivibrio_ethanolgignens_strain_77-6_16S_ribosomal_RNA_gene__partial_sequence	20	0	1	3	0	2	8	1	6	0	0	7
NR_104759.1_Oxalobacter_vibrioformis_strain_WoOx3_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	0	0
NR_104758.1_Lachnospira_multipara_strain_D32_16S_ribosomal_RNA_gene__partial_sequence	3	0	0	0	0	0	0	0	0	0	0	1
NR_104899.1_Bacteroides_xylanolyticus_strain_X5-1_16S_ribosomal_RNA_gene__partial_sequence	3398	19	833	20	5	1291	264	8	266	0	224	83
NR_104846.1_Gemmiger_formicilis_strain_X2-56_16S_ribosomal_RNA_gene__partial_sequence	1	3	0	1	0	2	1	0	1	0	1	0
NR_104842.1_Eubacterium_uniforme_strain_X3C39_16S_ribosomal_RNA_gene__partial_sequence	96	0	0	0	1	1	0	0	0	0	0	11
NR_104836.1_Lactobacillus_rogosae_strain_ATCC_27753_16S_ribosomal_RNA_gene__partial_sequence	35	0	1	0	0	0	10	0	8	0	0	0
NR_104828.1_Erwinia_toletana_strain_A37_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_104844.1_Fibrobacter_succinogenes_subsp._elongatus_strain_HM2_16S_ribosomal_RNA_gene__partial_sequence	0	6	0	48	4	0	0	32	67	1	4	0
NR_104893.1_Sphingomonas_paucimobilis_strain_DSM_30198_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	1	0
NR_104874.1_Methanosphaera_cuniculi_strain_1R7_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	3	0	101	0	6	0	6	0
NR_104897.1_Lautropia_mirabilis_strain_SSI_AB_2188_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	0	0
NR_104907.1_Eubacterium_coprostanoligenes_strain_HL_16S_ribosomal_RNA_gene__partial_sequence	21	22	19	47	18	6	20	11	9	1	13	4
NR_104940.1_Escherichia_hermannii_strain_CIP_103176_16S_ribosomal_RNA__partial_sequence	0	75	0	11	9	0	0	11	0	8	0	0
NR_104927.1_Lactobacillus_fermentum_strain_CIP_102980_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	3	0	0	0	5	0	2	44	0
NR_104930.1_Haemophilus_haemolyticus_strain_CIP_103290_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	1	0	0	0	0	0	1	0	0
NR_108439.1_Bifidobacterium_bohemicum_strain_JEMLUCVIII-4_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	3	2	0	1	0	0	0
NR_108379.1_Anoxybacillus_vitaminiphilus_strain_3nP4_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	2	0	0	0	0	0	0	0
NR_104963.1_Xanthomonas_fuscans_subsp._aurantifolii_strain_LMG_9179_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	2	0	0	0	0	0	0	0
NR_104947.1_Morococcus_cerebrosus_strain_CIP_81.93_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	1	0	0	1	0	0	2	0
NR_108121.1_Gibbsiella_dentisursi_strain_NUM_1720_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	0	0	0
NR_104991.1_Streptococcus_infantarius_strain_HDP90056_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	4	0
NR_108183.1_Azoarcus_olearius_strain_DQS-4_16S_ribosomal_RNA_gene__partial_sequence	0	0	6	0	0	0	0	0	0	0	0	0
NR_108440.1_Sphingobacterium_hotanense_strain_XH4_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	0	0	0	0	0	0	22	0	0
NR_108489.1_Sphingobacterium_alimentarium_strain_WCC_4521_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	22	0	0
NR_112946.1_Bacteroides_vulgatus_strain_JCM_5826_16S_ribosomal_RNA_gene__partial_sequence	306	0	94	0	0	165	4	0	0	0	0	0
NR_112097.1_Pseudoramibacter_alactolyticus_strain_ATCC_23263_16S_ribosomal_RNA_gene__complete_sequence	57	46	0	207	43	5	15	142	24	17	120	2
NR_109092.1_Flavobacterium_ummariense_strain_DS-12_16S_ribosomal_RNA_gene__partial_sequence	0	160	0	3	0	0	0	0	0	2529	0	0
NR_109014.1_Blautia_faecis_strain_M25_16S_ribosomal_RNA_gene__partial_sequence	112	9	125	20	1	20	36	25	178	1	70	230
NR_108636.1_Natranaerovirga_pectinivora_strain_AP3_16S_ribosomal_RNA_gene__partial_sequence	22	0	26	0	0	2	4	0	5	0	0	28
NR_108609.1_Comamonas_terrae_strain_A3-3_16S_ribosomal_RNA_gene__partial_sequence	0	27	0	0	0	0	0	0	0	42	0	0
NR_108568.1_Leucobacter_denitrificans_strain_M1T8B10_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	2	0	0
NR_108843.1_Delftia_litopenaei_strain_wsw-7_16S_ribosomal_RNA_gene__partial_sequence	0	888	0	20	9	0	0	2	0	1266	0	0
NR_108739.1_Aquabacterium_limnoticum_strain_ABP-4_16S_ribosomal_RNA_gene__partial_sequence	0	4	0	0	1	0	0	0	0	1	0	0
NR_108689.1_Sphingobacterium_ginsenosidimutans_strain_THG_07_16S_ribosomal_RNA__partial_sequence	0	31	0	1	0	0	0	0	0	7	0	0
NR_108742.1_Sphingobacterium_kyonggiense_strain_2-1-2_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	0	0	0	0	0	0	0	0	0
NR_108891.1_Vogesella_alkaliphila_strain_JC141_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	1	0	0	0	0	0	0	0
NR_108848.1_Erwinia_oleae_strain_DAPP-PG_531_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	1	0	0	0	0
NR_109004.1_Leuconostoc_pseudomesenteroides_strain_LMG_11482_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	1	0	0
NR_109021.1_Sphingobium_jiangsuense_strain_BA-3_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	0	0
NR_109520.1_Flavobacterium_marinum_strain_SW105_16S_ribosomal_RNA_gene__partial_sequence	0	64	0	0	0	0	0	0	0	0	0	0
NR_109507.1_Acinetobacter_puyangensis_strain_BQ4-1_16S_ribosomal_RNA_gene__partial_sequence	0	49	0	7	0	0	0	63	0	143	0	0
NR_109462.1_Paenibacillus_typhae_strain_xj7_16S_ribosomal_RNA_gene__partial_sequence	0	66	0	3	0	0	0	0	0	0	0	0
NR_109424.1_Flavobacterium_anatoliense_strain_MK3_16S_ribosomal_RNA_gene__partial_sequence	0	8	0	0	0	0	0	0	0	11	0	0
NR_109459.1_Bacillus_berkeleyi_strain_KMM_6244_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	0	0
NR_109655.1_Comamonas_jiangduensis_strain_YW1_16S_ribosomal_RNA_gene__partial_sequence	0	2126	0	76	16	0	0	3	0	2730	0	0
NR_109636.1_Cloacibacillus_porcorum_strain_CL-84_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	3	0	0	0	0	0	0	0	0
NR_109628.1_Prevotella_jejuni_strain_CD3-28_16S_ribosomal_RNA__partial_sequence	0	0	0	0	0	0	0	0	0	0	2	0
NR_109540.1_Flavobacterium_akiainvivens_strain_IK-1_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	0	0	0	0	0	0	0	0	0
NR_109625.1_Oceanirhabdus_sediminicola_strain_NH-JN4_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	1
NR_109649.1_Methylobacterium_tarhaniae_strain_N4211_16S_ribosomal_RNA_gene__partial_sequence	1	0	0	0	0	0	0	0	0	1	0	0
NR_112057.1_Jeotgalibacillus_marinus_strain_ATCC_29841_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	35	0	0	0	0	0	0	0
NR_109740.1_Lysinibacillus_contaminans_strain_FSt3A_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	5	5	0	0	0	0	2	0	0
NR_109720.1_Streptococcus_rubneri_strain_LMG_27207_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	1	0	0	0	0	0	0	0
NR_112008.1_Serratia_liquefaciens_strain_JCM1245_16S_ribosomal_RNA_gene__partial_sequence	0	24	0	1	0	0	0	0	0	20	0	0
NR_109749.1_Rummeliibacillus_suwonensis_strain_G20_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	9	0	0	0	0	5	0	0
NR_112062.1_Pseudomonas_resinovorans_strain_ATCC_14235_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	2	0	0
NR_112089.1_{Clostridium}_hylemonae_strain_TN-271_16S_ribosomal_RNA_gene__partial_sequence	1	0	0	0	0	0	0	0	0	0	0	0
NR_112933.1_Bacteroides_cellulosilyticus_strain_JCM_15632_16S_ribosomal_RNA_gene__partial_sequence	171	10	70	111	133	24	2	0	0	0	0	115
NR_112553.1_{Clostridium}_glycyrrhizinilyticum_strain_ZM35_16S_ribosomal_RNA_gene__complete_sequence	51	0	1	1	0	10	1	0	7	0	0	0
NR_112226.1_Clostridium_sardiniense_strain_DSM_2632_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	3	0	0	0	0	0	0	0
NR_112169.1_Clostridium_perfringens_strain_ATCC_13124_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	1	0	0	0	0	0
NR_112902.1_Phascolarctobacterium_succinatutens_strain_YIT_12067_16S_ribosomal_RNA_gene__partial_sequence	45	2	41	0	0	5	105	0	101	0	0	10
NR_112900.1_Christensenella_minuta_strain_YIT_12065_16S_ribosomal_RNA_gene__partial_sequence	0	0	2	0	0	0	0	0	0	0	0	0
NR_112846.1_Lactobacillus_paracollinoides_strain_JCM_11969_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	12	0	1	0	0	0	0	49	0
NR_112837.1_Aeromonas_sobria_strain_JCM_2139_16S_ribosomal_RNA_gene__partial_sequence	0	3	0	2	0	0	0	0	0	10	0	0
NR_112779.1_Bifidobacterium_kashiwanohense_strain_HM2-2_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	0	0
NR_112559.1_Sphingobacterium_composti_Ten_et_al._2007_strain_T5-12_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	2	0	0
NR_112694.1_Lactobacillus_pobuzihii_strain_E100301_16S_ribosomal_RNA_gene__partial_sequence	1	0	0	7	0	0	0	4	2	4	9	0
NR_112692.1_Lactobacillus_aviarius_strain_NBRC_102162_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	1	0
NR_112931.1_Bacteroides_acidifaciens_strain_JCM_10556_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	7	4	1	0	0	0	0	0
NR_112945.1_Bacteroides_uniformis_strain_JCM_5828_16S_ribosomal_RNA_gene__partial_sequence	75	0	109	0	0	244	79	0	10	0	0	463
NR_112942.1_Bacteroides_salyersiae_strain_JCM_12988_16S_ribosomal_RNA_gene__partial_sequence	0	0	51	0	0	0	0	0	0	0	7	0
NR_112939.1_Bacteroides_nordii_strain_JCM_12987_16S_ribosomal_RNA_gene__partial_sequence	0	0	1	0	0	0	0	0	0	0	0	0
NR_113015.1_Bacteroides_chinchillae_strain_JCM_16497_16S_ribosomal_RNA_gene__complete_sequence	505	0	490	0	0	798	883	0	870	0	0	176
NR_112974.1_Empedobacter_brevis_strain_NBRC_14943_16S_ribosomal_RNA_gene__partial_sequence	0	432	0	0	0	0	0	0	0	603	0	0
NR_112950.1_Pandoraea_vervacti_strain_NS15_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	0	0	0
NR_113072.1_Bacteroides_rodentium_strain_JCM_16496_16S_ribosomal_RNA_gene__partial_sequence	2	0	4	0	1	8	4	0	2	0	0	9
NR_113038.1_Atopobium_rimae_strain_JCM_10299_16S_ribosomal_RNA_gene__partial_sequence	7	7	0	0	3	0	1	1	2	7	1	0
NR_113030.1_Actinomyces_viscosus_strain_JCM_8353_16S_ribosomal_RNA_gene__partial_sequence	1	0	0	0	0	0	0	1	0	1	1	2
NR_113061.1_Erwinia_uzenensis_strain_YPPS951_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	0	0
NR_113058.1_Actinomyces_johnsonii_strain_JCM_16129_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	1	0	0	0	0
NR_113068.1_Bacteroides_fluxus_strain_JCM_16101_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	1	0	0	0	0	0	0
NR_113132.1_Peptoclostridium_difficile_strain_JCM_1296_16S_ribosomal_RNA_gene__partial_sequence	119	0	2	0	0	0	53	0	15	0	0	1
NR_113122.1_Prevotella_paludivivens_strain_JCM_13650_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	1	1	0
NR_113995.1_Bacillus_vietnamensis_strain_NBRC_101237_16S_ribosomal_RNA_gene__partial_sequence	0	6	0	9	202	0	0	0	0	0	0	0
NR_113319.1_Anaerostipes_butyraticus_strain_JCM_17466_16S_ribosomal_RNA_gene__partial_sequence	17	2	14	1	4	1	5	1	9	0	0	2
NR_113195.1_Bacteroides_sartorii_strain_JCM_17136_16S_ribosomal_RNA_gene__partial_sequence	273	0	116	0	0	173	1205	0	1421	0	0	98
NR_113153.1_Alistipes_shahii_strain_JCM_16773_16S_ribosomal_RNA_gene__partial_sequence	5	0	64	0	0	390	5	0	0	0	0	48
NR_113152.1_Alistipes_putredinis_strain_JCM_16772_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	2	1	0	0	0	0	0
NR_113163.1_{Eubacterium}_cylindroides_strain_JCM_10261_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	1	37	0	0	16	3	7	0	2
NR_113157.1_Ruminiclostridium_thermocellum_strain_JCM_9322_16S_ribosomal_RNA_gene__partial_sequence	0	0	10	0	9	2	1	0	5	0	3	22
NR_113160.1_Leptotrichia_goodfellowii_strain_JCM_16774_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	2	0	0	0	0	0	0	0	0
NR_113174.1_Bifidobacterium_stellenboschense_strain_AFB23-3_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	2	0	0	0	0
NR_113206.1_Bacteroides_faecichinchillae_strain_JCM_17102_16S_ribosomal_RNA_gene__partial_sequence	126	0	33	0	0	33	0	0	0	0	0	6
NR_113198.1_Fusobacterium_nucleatum_subsp._nucleatum_strain_JCM_8532_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	1	0	0	0	0
NR_113197.1_{Clostridium}_stercorarium_subsp._leptospartum_strain_JCM_9762_16S_ribosomal_RNA_gene__partial_sequence	1	0	1	0	0	0	0	0	0	0	0	0
NR_113244.1_Clostridium_butyricum_strain_JCM_1391_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	350	14	0	0	0	0	0	0	0
NR_113231.1_Blautia_glucerasea_strain_JCM_17039_16S_ribosomal_RNA_gene__partial_sequence	1	3	0	1	4	5	18	1	22	0	10	0
NR_113207.1_Bacteroides_stercorirosoris_strain_JCM_17103_16S_ribosomal_RNA_gene__partial_sequence	1	0	1	4	1	0	0	0	0	0	0	1
NR_113245.1_Clostridium_sporogenes_strain_JCM_1416_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	3	0	26	0	17	0	0	4
NR_113259.1_Lactobacillus_agilis_strain_JCM_1187_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	1	0	0	0	0	0	1	0
NR_113303.1_Lactobacillus_nasuensis_strain_SU_18_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	3	0
NR_113270.1_Blautia_producta_strain_JCM_1471_16S_ribosomal_RNA_gene__partial_sequence	6	0	1	0	0	0	0	0	0	0	0	1
NR_113268.1_Lactococcus_garvieae_strain_JCM_10343_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	6	1	0	0	2	0	1	0	0
NR_113296.1_Desulfovibrio_simplex_strain_JCM_16812_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	1	0
NR_113271.1_Alistipes_indistinctus_strain_JCM_16068_16S_ribosomal_RNA_gene__partial_sequence	12	0	3	0	0	6	0	0	0	0	0	13
NR_113289.1_Lactobacillus_saniviri_strain_YIT_12363_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	11	0	0	0	3	0	0	0	0
NR_113318.1_Fusobacterium_simiae_strain_JCM_17465_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	4	1	0	0	0	0	0	0	0
NR_113393.1_Peptococcus_niger_strain_JCM_6506_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	1	0	0	4	0	0	8	0
NR_113388.1_Clostridium_beijerinckii_strain_JCM_1390_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	21	0	0	0	1	0	0	0	0
NR_113323.1_{Clostridium}_bifermentans_strain_JCM_1386_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	135	36	0	1	0	0	0	0	0
NR_113387.1_Lactobacillus_delbrueckii_subsp._sunkii_strain_YIT_11221_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	1	0
NR_113325.1_Clostridium_tertium_strain_JCM_6289_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	26	10	0	0	0	0	0	0	0
NR_113383.1_Finegoldia_magna_strain_JCM_1766_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	0	0
NR_113359.1_{Clostridium}_aminovalericum_strain_JCM_1421_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	1	0	0	0
NR_113344.1_Proteus_mirabilis_strain_JCM_1669_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	0	0	0	0	0	0	4	0	0
NR_113332.1_Lactobacillus_rhamnosus_strain_NBRC_3425_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	1	0	0	0	0
NR_113360.1_{Clostridium}_cellobioparum_strain_JCM_1422_16S_ribosomal_RNA_gene__partial_sequence	1	0	0	0	0	0	0	0	0	0	0	0
NR_113730.1_Sphingobium_yanoikuyae_strain_NBRC_15102_16S_ribosomal_RNA_gene__partial_sequence	0	37	0	0	0	0	3	0	0	0	0	0
NR_113696.1_Curvibacter_delicatus_strain_NBRC_14919_16S_ribosomal_RNA_gene__partial_sequence	0	6	0	0	0	0	0	0	0	4	0	0
NR_113411.1_Prevotella_copri_strain_JCM_13464_16S_ribosomal_RNA_gene__partial_sequence	0	6	0	22	14	0	0	15	0	3	31	0
NR_113408.1_{Clostridium}_propionicum_strain_JCM_1430_16S_ribosomal_RNA_gene__partial_sequence	1	0	1	0	0	6	5	0	0	0	0	0
NR_113613.1_Comamonas_terrigena_strain_NBRC_13299_16S_ribosomal_RNA_gene__partial_sequence	0	56	0	4	5	0	0	0	0	64	0	0
NR_113578.1_Pseudomonas_fragi_strain_NBRC_3458_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	0	0	0
NR_113611.1_Brevundimonas_bullata_strain_NBRC_13290_16S_ribosomal_RNA_gene__partial_sequence	0	5	0	0	0	0	0	0	0	3	0	0
NR_113586.1_Brevundimonas_vesicularis_strain_NBRC_12165_16S_ribosomal_RNA_gene__partial_sequence	0	1	1	0	0	4	0	0	0	7	0	0
NR_113709.1_Comamonas_testosteroni_strain_NBRC_14951_16S_ribosomal_RNA_gene__partial_sequence	0	69	0	0	0	2	0	0	0	394	0	0
NR_113925.1_Lactococcus_lactis_subsp._cremoris_strain_NBRC_100676_16S_ribosomal_RNA_gene__partial_sequence	0	237	0	1191	100	1	0	71	0	98	0	0
NR_113870.1_Delftia_tsuruhatensis_strain_NBRC_16741_16S_ribosomal_RNA_gene__partial_sequence	0	3	0	2	0	0	1	0	0	3	0	0
NR_113776.1_Bacillus_cohnii_strain_NBRC_15565_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	2	0	0
NR_113812.1_Ochrobactrum_intermedium_strain_NBRC_15820_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	0	0	0	0	0	0	0	0	0
NR_113933.1_Enterococcus_pallens_strain_NBRC_100697_16S_ribosomal_RNA_gene__partial_sequence	0	3	0	46	11	0	0	29	0	18	0	0
NR_113938.1_Enterococcus_phoeniculicola_strain_NBRC_100711_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	6	0	0	0	1	0	51	0	0
NR_113969.1_Lactobacillus_harbinensis_strain_NBRC_100982_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	1	7	0
NR_113989.1_Bacillus_fastidiosus_strain_NBRC_101226_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	0	0	0	0	1	0	0	0	0
NR_114392.1_{Clostridium}_oroticum_strain_JCM_1429_16S_ribosomal_RNA_gene__partial_sequence	90	0	51	0	1	25	47	0	49	0	0	6
NR_114315.1_Blautia_luti_strain_DSM_14534_16S_ribosomal_RNA_gene__partial_sequence	1195	4	334	10	4	1298	123	9	193	0	28	584
NR_114027.1_Novosphingobium_naphthalenivorans_strain_NBRC_102051_16S_ribosomal_RNA_gene__partial_sequence	0	8	0	0	0	0	0	0	0	0	0	0
NR_114016.1_Enterococcus_camelliae_strain_NBRC_101868_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	0	0
NR_114043.1_Serratia_marcescens_strain_NBRC_102204_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	2	3	0	0	10	0	0	0	0
NR_114103.1_Azohydromonas_lata_strain_NBRC_102462_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	3	0	0
NR_114298.1_Microvirga_aerilata_strain_NBRC_106137_16S_ribosomal_RNA_gene__partial_sequence	1	0	0	0	0	0	0	0	0	0	0	0
NR_114123.1_Mesorhizobium_mediterraneum_strain_NBRC_102497_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	0	0
NR_114121.1_Rhizobium_daejeonense_strain_NBRC_102495_16S_ribosomal_RNA_gene__partial_sequence	0	3	0	0	0	0	0	0	0	1	0	0
NR_114134.1_Janthinobacterium_agaricidamnosum_strain_NBRC_102515_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	1	0	0	0	0	0	0	0
NR_114164.1_Azomonas_agilis_strain_NBRC_102607_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	4	0	0
